"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IHU9S7CS","conferencePaper","2016","Putra, Syopiansyah Jaya; Gusmita, Ria Hari; Hulliyah, Khodijah; Sukmana, Husni Teja","A Semantic-based Question Answering System for Indonesian Translation of Quran","Proceedings of the 18th International Conference on Information Integration and Web-based Applications and Services","978-1-4503-4807-2","","10.1145/3011141.3011219","http://doi.acm.org/10.1145/3011141.3011219","","2016","2019-06-15 15:46:37","2019-06-15 17:40:54","","504–507","","","","","","","iiWAS '16","","","","ACM","New York, NY, USA","","","","","","","","event-place: Singapore, Singapore","","/home/luana/Zotero/storage/KDHDUEWK/Putra et al. - 2016 - A Semantic-based Question Answering System for Ind.pdf; /home/luana/Zotero/storage/EJL4ALYY/Putra et al. - 2016 - A Semantic-based Question Answering System for Ind.pdf; /home/luana/Zotero/storage/R59TW8SQ/Putra et al. - 2016 - A Semantic-based Question Answering System for Ind.pdf; /home/luana/Zotero/storage/BRHF8IKQ/Putra et al. - 2016 - A Semantic-based Question Answering System for Ind.pdf","","indonesian translation of Quran; question answering system; semantic approach","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D2ETIBZE","conferencePaper","2016","Rong, Xin; Chen, Zhe; Mei, Qiaozhu; Adar, Eytan","EgoSet: Exploiting Word Ego-networks and User-generated Ontology for Multifaceted Set Expansion","Proceedings of the Ninth ACM International Conference on Web Search and Data Mining","978-1-4503-3716-8","","10.1145/2835776.2835808","http://doi.acm.org/10.1145/2835776.2835808","","2016","2019-06-15 15:46:37","2019-06-15 17:41:19","","645–654","","","","","","","WSDM '16","","","","ACM","New York, NY, USA","","","","","","","","event-place: San Francisco, California, USA","","/home/luana/Zotero/storage/65XEMVCL/Rong et al. - 2016 - EgoSet Exploiting Word Ego-networks and User-gene.pdf; /home/luana/Zotero/storage/UITY9L5K/Rong et al. - 2016 - EgoSet Exploiting Word Ego-networks and User-gene.pdf; /home/luana/Zotero/storage/SHT42N7V/Rong et al. - 2016 - EgoSet Exploiting Word Ego-networks and User-gene.pdf; /home/luana/Zotero/storage/W9JMTCD8/Rong et al. - 2016 - EgoSet Exploiting Word Ego-networks and User-gene.pdf","","entity set expansion; information extraction; web mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"353II2H2","conferencePaper","2014","Feyisetan, Oluwaseyi; Simperl, Elena; Tinati, Ramine; Luczak-Roesch, Markus; Shadbolt, Nigel","Quick-and-clean Extraction of Linked Data Entities from Microblogs","Proceedings of the 10th International Conference on Semantic Systems","978-1-4503-2927-9","","10.1145/2660517.2660527","http://doi.acm.org/10.1145/2660517.2660527","","2014","2019-06-15 15:46:38","2019-06-15 17:41:29","","5–12","","","","","","","SEM '14","","","","ACM","New York, NY, USA","","","","","","","","event-place: Leipzig, Germany","","/home/luana/Zotero/storage/HLVQANBD/Feyisetan et al. - 2014 - Quick-and-clean Extraction of Linked Data Entities.pdf; /home/luana/Zotero/storage/8SYRUCDC/Feyisetan et al. - 2014 - Quick-and-clean Extraction of Linked Data Entities.pdf; /home/luana/Zotero/storage/V5TQ9W2C/Feyisetan et al. - 2014 - Quick-and-clean Extraction of Linked Data Entities.pdf; /home/luana/Zotero/storage/WS66N63P/Feyisetan et al. - 2014 - Quick-and-clean Extraction of Linked Data Entities.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIHAYXNT","conferencePaper","2017","Hassan, Hasni; Awang, Mohd Isa; Makhtar, Mokhairi; Zakaria, Aznida Hayati; Ismail, Rohana; Ahmad, Fadhilah","Algorithms for Extracting Adjacency Matrix Based on Formal Concept Analysis (FCA)","Proceedings of the Second International Conference on Internet of Things, Data and Cloud Computing","978-1-4503-4774-7","","10.1145/3018896.3018952","http://doi.acm.org/10.1145/3018896.3018952","The desire to achieve a holistic representation of Information Retrieval (IR) with the aim for a human-oriented form of representation has spurred the growth of concept-based IR search techniques such as the Semantic Web technology. However, Semantic Web calls for the use of ontologies for many domains. Although meaningful and important, ontology development presents great challenges to the developers especially in terms of conceptual dynamics.. This paper is based on a study that attempts to provide an alternative to ontology lookup for Semantic information retrieval. However, the focus of the paper is on a method proposed to extract adjacency matrix from concepts obtained from the theory of Formal Concept Analysis (FCA) using two consecutive algorithms called the Relatedness Algorithm and Adjacency Matrix Algorithm. Consequently, the adjacency matrices obtained could be used in a similarity measure process based on graph theory. The proposed method offers an alternative to specific domain ontology look-up where results from the measure can further be used in concept-based IR process.","2017","2019-06-15 15:46:38","2019-06-28 15:02:23","","56:1–56:6","","","","","","","ICC '17","","","","ACM","New York, NY, USA","","","","","","","","event-place: Cambridge, United Kingdom","","","","adjacency matrix; formal concept analysis; graph theory; information retrieval","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7PGTYJEZ","conferencePaper","2017","Brambilla, Marco; Ceri, Stefano; Della Valle, Emanuele; Volonterio, Riccardo; Acero Salazar, Felix Xavier","Extracting Emerging Knowledge from Social Media","Proceedings of the 26th International Conference on World Wide Web","978-1-4503-4913-0","","10.1145/3038912.3052697","https://doi.org/10.1145/3038912.3052697","Massive data integration technologies have been recently used to produce very large ontologies. However, knowledge in the world continuously evolves, and ontologies are largely incomplete for what concerns low-frequency data, belonging to the so-called long tail. Socially produced content is an excellent source for discovering emerging knowledge: it is huge, and immediately reflects the relevant changes which hide emerging entities. Thus, we propose a method for discovering emerging entities by extracting them from social content. Once instrumented by experts through very simple initialization, the method is capable of finding emerging entities; we use a purely syntactic method as a baseline, and we propose several semantics-based variants. The method uses seeds, i.e. prototypes of emerging entities provided by experts, for generating candidates; then, it associates candidates to feature vectors, built by using terms occurring in their social content, and then ranks the candidates by using their distance from the centroid of seeds, returning the top candidates as result. The method can be continuously or periodically iterated, using the results as new seeds. We validate our method by applying it to a set of diverse domain-specific application scenarios, spanning fashion, literature, and exhibitions.","2017","2019-06-15 15:46:38","2019-06-28 15:02:06","","795–804","","","","","","","WWW '17","","","","International World Wide Web Conferences Steering Committee","Republic and Canton of Geneva, Switzerland","","","","","","","","event-place: Perth, Australia","","","","big data; content analysis; emerging knowledge; entity typing; evolving knowledge; knowledge extraction; online communities; social media analysis; web data mining; web science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TNCYPNXL","conferencePaper","2017","Hassan, Hasni; Awang, Mohd Isa; Makhtar, Mokhairi; Zakaria, Aznida Hayati; Ismail, Rohana; Ahmad, Fadhilah","Algorithms for extracting adjacency matrix based on formal concept analysis (FCA)","Proceedings of the Second International Conference on Internet of things, Data and Cloud Computing","978-1-4503-4774-7","","","","","2017","2019-06-15 17:30:28","2019-06-15 17:40:56","","1-6","","","","","","","","","","","ACM","Cambridge, United Kingdom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HECFNVTW","conferencePaper","2014","Metzger, Steffen; Schenkel, Ralf; Sydow, Marcin","Aspect-Based Similar Entity Search in Semantic Knowledge Graphs with Diversity-Awareness and Relaxation","Proceedings of the 2014 IEEE/WIC/ACM International Joint Conferences on Web Intelligence (WI) and Intelligent Agent Technologies (IAT) - Volume 01","978-1-4799-4143-8","","10.1109/WI-IAT.2014.17","http://dx.doi.org/10.1109/WI-IAT.2014.17","Structured knowledge bases are an increasingly important way for storing and retrieving information. Within such knowledge bases, an important search task is finding similar entities based on one or more example entities. We present QBEES, a novel framework for defining entity similarity based only on structural features, so-called aspects, of the entities, that naturally model potential interest profiles of a user submitting an ambiguous query. The aspect model provides natural diversity-awareness and includes query-dependent and query-independent entity ranking components. We present evaluation results with a number of existing entity list completion benchmarks, comparing to several state-of-the-art baselines.","2014","2019-06-15 17:45:53","2019-06-15 17:45:53","2019-06-15 17:44:50","60–69","","","","","","","WI-IAT '14","","","","IEEE Computer Society","Washington, DC, USA","","","","","","ACM Digital Library","","","","/home/luana/Zotero/storage/CEYVR7HI/Metzger et al. - 2014 - Aspect-Based Similar Entity Search in Semantic Kno.pdf","","","entity similarity; information retrieval; ontology; semantic data; semantic similarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RSY5MEZY","conferencePaper","2017","Ekron, Maya; Milo, Tova; Youngmann, Brit","SimMeme: Semantic-Based Meme Search","Proceedings of the 2017 ACM on Conference on Information and Knowledge Management","978-1-4503-4918-5","","10.1145/3132847.3133174","http://doi.acm.org/10.1145/3132847.3133174","With the proliferation of social image-sharing applications, image search becomes an increasingly common activity. In this work, we focus on a particular class of images that convey semantic meaning beyond the visual appearance, and whose search presents particular challenges. A prominent example is Memes, an emerging popular type of captioned pictures, which we will use in this demo to demonstrate our solution. Unlike in conventional image-search, visually similar Memes may reflect different concepts. The intent is sometimes captured by user annotations, but these too are often incomplete and ambiguous. Thus, a deeper analysis of the semantic relations among Memes is required for an accurate search. To address this problem, we present SimMeme, a semantic aware search engine for Memes. SimMeme uses a generic graph-based data model that aligns all the information available about the Memes with a semantic ontology. A novel similarity measure that interweaves common image, textual, structural and semantic similarities into one holistic measure is employed to effectively answer user queries. We will demonstrate the operation of SimMeme over a large repository of real-life annotated Memes which we have constructed by web crawling and crowd annotations, allowing users to appreciate the quality of the search results as well as the execution efficiency.","2017","2019-06-15 17:45:53","2019-06-15 17:45:53","2019-06-15 17:44:54","2455–2458","","","","","","SimMeme","CIKM '17","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","event-place: Singapore, Singapore","","/home/luana/Zotero/storage/JBT52FXK/Ekron et al. - 2017 - SimMeme Semantic-Based Meme Search.pdf","","","image-search; information-network; semantic; similarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7DJE2Q9N","conferencePaper","2018","Maillot, Pierre; Bobed, Carlos","Measuring Structural Similarity Between RDF Graphs","Proceedings of the 33rd Annual ACM Symposium on Applied Computing","978-1-4503-5191-1","","10.1145/3167132.3167342","http://doi.acm.org/10.1145/3167132.3167342","In the latest years, there has been a huge effort to deploy large amounts of data, making it available in the form of RDF data thanks, among others, to the Linked Data initiative. In this context, using shared ontologies has been crucial to gain interoperability, and to be able to integrate and exploit third party datasets. However, using the same ontology does not suffice to successfully query or integrate external data within your own dataset: the actual usage of the vocabulary (e.g., which concepts have instances, which properties are actually populated and how, etc.) is crucial for these tasks. Beingable to compare different RDF graphs at the actual usage level would indeed help in such situations. Unfortunately, the complexity of graph comparison is an obstacle to the scalability of many approaches. In this article, we present our structural similarity measure, designed to compare structural similarity of low-level data between two different RDF graphs according to the patterns they share. To obtain such patterns, we leverage a data mining method (KRIMP) which allows to extract the most descriptive patterns appearing in a transactional database. We adapt this method to the particularities of RDF data, proposing two different conversions for an RDF graph. Once we have the descriptive patterns, we evaluate how much two graphs can compress each other to give a numerical measure depending on the common data structures they share. We have carried out several experiments to show its ability to capture the structural differences of actual vocabulary usage.","2018","2019-06-15 17:45:53","2019-06-15 17:45:53","2019-06-15 17:44:56","1960–1967","","","","","","","SAC '18","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","event-place: Pau, France","","/home/luana/Zotero/storage/PYBUBEDP/Maillot and Bobed - 2018 - Measuring Structural Similarity Between RDF Graphs.pdf","","","data mining; linked data; semantic web; similarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BBBESL3C","conferencePaper","2014","Yang, Hui","A Fragment-Based Similarity Measure for Concept Hierarchies and Ontologies","Proceedings of the 7th International Workshop on Exploiting Semantic Annotations in Information Retrieval","978-1-4503-1365-0","","10.1145/2663712.2666188","http://doi.acm.org/10.1145/2663712.2666188","Despite the popularity of concept hierarchies and ontologies, such as Yahoo! Directory, a similarity measure that considers both hierarchy content and topology and is highly efficient has not yet been reached. A commonly used metric, Tree Edit Distance, exhibits extreme inefficiency when measuring similarities between unordered hierarchies. In this paper, we propose a novel and feasible solution, Fragment-based Similarity (FBS), to serve as an efficient and effective measurement for hierarchy similarity evaluation. Experimental results and a user study show that FBS not only well-approximates but also is more efficient than Tree Edit Distance","2014","2019-06-15 17:45:53","2019-06-15 17:45:53","2019-06-15 17:44:58","41–42","","","","","","","ESAIR '14","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","event-place: Shanghai, China","","/home/luana/Zotero/storage/HL7KMDJ2/Yang - 2014 - A Fragment-Based Similarity Measure for Concept Hi.pdf","","","fragment-based similarity; hierarchy evaluation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6F2VTNW8","conferencePaper","2016","Makvana, Kamlesh; Jay, Patel; Shah, Parth; Thakkar, Amit","An Approach to Identify Semantic Relations Between User's Queries in Text Retrieval","Proceedings of the Second International Conference on Information and Communication Technology for Competitive Strategies","978-1-4503-3962-9","","10.1145/2905055.2905271","http://doi.acm.org/10.1145/2905055.2905271","The one size fits the all approach of commercial search engines is that whatever might be the context of the query, the same results are returned to different users. The problem arises as the existing methods concentrate more on the long-term interest which reduce the effectiveness of personalized web search to provide accurate predictions of the query context. Information overload is ongoing obstacle that loses the quality of data among the huge web by providing irrelevant results. To compute the semantic similarity between the query words is challenging task due to insufficient amount of information available in ambiguous keywords submitted by the users. This paper proposes an approach to that works in 2 stages. First from the user web log file, personalized ontology is created. Second, semantic mapper is used to identify semantic relation between query context/topic that improves evaluation measures used for computing semantic relatedness between words.","2016","2019-06-15 17:45:53","2019-06-15 17:45:53","2019-06-15 17:45:03","65:1–65:6","","","","","","","ICTCS '16","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","event-place: Udaipur, India","","/home/luana/Zotero/storage/V3EKAUMF/Makvana et al. - 2016 - An Approach to Identify Semantic Relations Between.pdf","","","Information retrieval; personalized web search; relevance feedback; semantic web mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7DAVMX5N","journalArticle","2015","Chicco, Davide; Masseroli, Marco","Software Suite for Gene and Protein Annotation Prediction and Similarity Search","IEEE/ACM Trans. Comput. Biol. Bioinformatics","","1545-5963","10.1109/TCBB.2014.2382127","https://doi.org/10.1109/TCBB.2014.2382127","In the computational biology community, machine learning algorithms are key instruments for many applications, including the prediction of gene-functions based upon the available biomolecular annotations. Additionally, they may also be employed to compute similarity between genes or proteins. Here, we describe and discuss a software suite we developed to implement and make publicly available some of such prediction methods and a computational technique based upon Latent Semantic Indexing (LSI), which leverages both inferred and available annotations to search for semantically similar genes. The suite consists of three components. BioAnnotationPredictor is a computational software module to predict new gene-functions based upon Singular Value Decomposition of available annotations. SimilBio is a Web module that leverages annotations available or predicted by BioAnnotationPredictor to discover similarities between genes via LSI. The suite includes also SemSim, a new Web service built upon these modules to allow accessing them programmatically. We integrated SemSim in the Bio Search Computing framework (http://www.bioinformatics.deib.polimi.it/bio-seco/seco/), where users can exploit the Search Computing technology to run multi-topic complex queries on multiple integrated Web services. Accordingly, researchers may obtain ranked answers involving the computation of the functional similarity between genes in support of biomedical knowledge discovery.","2015-07","2019-06-15 17:45:53","2019-06-15 17:45:53","2019-06-15 17:45:05","837–843","","4","12","","","","","","","","","","","","","","","ACM Digital Library","","","","/home/luana/Zotero/storage/8TKTK2S7/Chicco and Masseroli - 2015 - Software Suite for Gene and Protein Annotation Pre.pdf","","","biomolecular annotations; gene ontology; gene similarity search; latent semantic indexing; search computing; semantic similarity; singular value decomposition; web service","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H5R47DEJ","conferencePaper","2015","Júnior, Salmo M.S.; Manzato, Marcelo G.","Collaborative Filtering Based on Semantic Distance Among Items","Proceedings of the 21st Brazilian Symposium on Multimedia and the Web","978-1-4503-3959-9","","10.1145/2820426.2820466","http://doi.acm.org/10.1145/2820426.2820466","This paper proposes a new method to compute the semantic distance among items in collaborative filtering based on k-nearest neighbors. This approach predicts the rating that a user u would give to an item i calculating the similarity between i and other items rated by u. This items' similarity is obtained using a semantic distance metric proposed in this paper. The technique exploits ontologies available on the Web through the Linked Open Data. This is possible because they have semantic descriptions, structured by links, that define a knowledge domain. The equation to calculate the semantic distance is an extension of a related work. We propose to assign weight to links to show the specificity of item's categories. Our proposal was evaluated with a movies dataset and it was shown that significant improvements can be achieved when compared to the baseline without weighted links.","2015","2019-06-15 17:45:53","2019-06-15 17:45:53","2019-06-15 17:45:08","53–56","","","","","","","WebMedia '15","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","event-place: Manaus, Brazil","","/home/luana/Zotero/storage/JMSBPVNP/Júnior and Manzato - 2015 - Collaborative Filtering Based on Semantic Distance.pdf","","","collaborative filtering; recommender systems; semantic distance; semantic web","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SXP3DNRT","conferencePaper","2017","Nejad, Najmeh Mousavi; Scerri, Simon; Auer, Sören","Semantic Similarity Based Clustering of License Excerpts for Improved End-User Interpretation","Proceedings of the 13th International Conference on Semantic Systems","978-1-4503-5296-3","","10.1145/3132218.3132224","http://doi.acm.org/10.1145/3132218.3132224","With the omnipresent availability and use of cloud services, software tools, Web portals or services, legal contracts in the form of End-User License Agreements (EULA) regulating their use are of paramount importance. Often the textual documents describing these regulations comprise many pages and can not be reasonably assumed to be read and understood by humans. In this work, we describe a method for extracting and clustering relevant parts of such documents, including permissions, obligations, and prohibitions. The clustering is based on semantic similarity employing a distributional semantics approach on large word embeddings database. An evaluation shows that it can significantly improve human comprehension and that improved feature-based clustering has a potential to further reduce the time required for EULA digestion. Our implementation is available as a web service, which can directly be used to process and prepare legal usage contracts.","2017","2019-06-15 17:45:53","2019-06-15 17:45:53","2019-06-15 17:45:11","144–151","","","","","","","Semantics2017","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","event-place: Amsterdam, Netherlands","","/home/luana/Zotero/storage/6ZQIU9EG/Nejad et al. - 2017 - Semantic Similarity Based Clustering of License Ex.pdf","","","Clustering; Distributional Approach; End-User License Agreements; EULA; Semantic Similarity; Word Embeddings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FB5KIBGI","conferencePaper","2016","Tutek, Martin; Glavas, Goran; Šnajder, Jan; Milić-Frayling, Natasa; Dalbelo Basic, Bojana","Detecting and Ranking Conceptual Links Between Texts Using a Knowledge Base","Proceedings of the 25th ACM International on Conference on Information and Knowledge Management","978-1-4503-4073-1","","10.1145/2983323.2983913","http://doi.acm.org/10.1145/2983323.2983913","Recent research has explored the use of Knowledge Bases (KBs) to represent documents as subgraphs of a KB concept graph and define metrics to characterize semantic relatedness of documents in terms of properties of the document concept graphs. However, none of the studies so far have examined to what degree such metrics capture a user-perceived relatedness of documents. Considering the users' explanations of how pairs of documents are related, the aim is to identify concepts in a KB graph that express the same notion of document relatedness. Our algorithm generates paths through the KB graph that originate from the terms in two documents. KB concepts where these paths intersect capture the semantic relatedness of the two starting terms and therefore the two documents. We consider how such intersecting concepts relate to the concepts in the users' explanations. The higher the users' concepts appear in the ranked list of intersecting concepts, the better the method in capturing the users' notion of document relatedness. Our experiments show that our approach outperforms a simpler graph method that uses properties of the concept nodes alone.","2016","2019-06-15 17:45:53","2019-06-15 17:45:53","2019-06-15 17:45:15","2077–2080","","","","","","","CIKM '16","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","event-place: Indianapolis, Indiana, USA","","/home/luana/Zotero/storage/BWJMRCEN/Tutek et al. - 2016 - Detecting and Ranking Conceptual Links Between Tex.pdf","","","content analysis; knowledge base graph; semantic relatedness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9BC8QUWQ","conferencePaper","2014","De Vine, Lance; Zuccon, Guido; Koopman, Bevan; Sitbon, Laurianne; Bruza, Peter","Medical Semantic Similarity with a Neural Language Model","Proceedings of the 23rd ACM International Conference on Conference on Information and Knowledge Management","978-1-4503-2598-1","","10.1145/2661829.2661974","http://doi.acm.org/10.1145/2661829.2661974","Advances in neural network language models have demonstrated that these models can effectively learn representations of words meaning. In this paper, we explore a variation of neural language models that can learn on concepts taken from structured ontologies and extracted from free-text, rather than directly from terms in free-text. This model is employed for the task of measuring semantic similarity between medical concepts, a task that is central to a number of techniques in medical informatics and information retrieval. The model is built with two medical corpora (journal abstracts and patient records) and empirically validated on two ground-truth datasets of human-judged concept pairs assessed by medical professionals. Empirically, our approach correlates closely with expert human assessors (≈0.9) and outperforms a number of state-of-the-art benchmarks for medical semantic similarity. The demonstrated superiority of this model for providing an effective semantic similarity measure is promising in that this may translate into effectiveness gains for techniques in medical information retrieval and medical informatics (e.g., query expansion and literature-based discovery).","2014","2019-06-15 17:45:53","2019-06-15 17:45:53","2019-06-15 17:45:20","1819–1822","","","","","","","CIKM '14","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","event-place: Shanghai, China","","/home/luana/Zotero/storage/9453AVXM/De Vine et al. - 2014 - Medical Semantic Similarity with a Neural Language.pdf","","","distributed representations; medical information retrieval; neural language model; semantic similarity; skip-gram; word2vec","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7C5DNJRJ","conferencePaper","2017","Kuai, Hongzhi; Yan, Jianzhuo; Chen, Jianhui; Yu, Yongchuan; Wang, Haiyuan; Zhong, Ning","A Knowledge-driven Approach for Personalized Literature Recommendation Based on Deep Semantic Discrimination","Proceedings of the International Conference on Web Intelligence","978-1-4503-4951-2","","10.1145/3106426.3109439","http://doi.acm.org/10.1145/3106426.3109439","The query and selection of scientific literatures are knowledge driven. Researchers regard public literature resources as target knowledge sources and use their own domain knowledge to explore in them. However, existing knowledge-driven methods of literature recommendation mainly focus on morphological matching and cannot effectively resolve polysemous phenomenon brought by ""knowledge overload"". Based on this observation, this paper presents a knowledge-driven approach for personalized literature recommendation. Domain ontology, synonyms and knowledge labels are integrated into a multidimensional domain knowledge map for modeling user knowledge requirements and literature contents based on deep semantic discrimination. The personalized recommendation is achieved by calculating knowledge distances between users and literatures. Experimental results on a real data set of PubMed show that the recommended relevance of the current method is 67%, better than other methods.","2017","2019-06-15 17:45:53","2019-06-15 17:45:53","2019-06-15 17:45:24","1253–1259","","","","","","","WI '17","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","event-place: Leipzig, Germany","","/home/luana/Zotero/storage/XIVCIP2N/Kuai et al. - 2017 - A Knowledge-driven Approach for Personalized Liter.pdf","","","concept-based pseudo-relevance feedback; deep semantic discrimination; literature recommendation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FNLBTYWP","conferencePaper","2017","Mauro, Noemi; Ardissono, Liliana; Savoca, Adriano","Concept-aware Geographic Information Retrieval","Proceedings of the International Conference on Web Intelligence","978-1-4503-4951-2","","10.1145/3106426.3106498","http://doi.acm.org/10.1145/3106426.3106498","Textual queries are largely employed in information retrieval to let users specify search goals in a natural way. However, differences in user and system terminologies can challenge the identification of the user's information needs, and thus the generation of relevant results. We argue that the explicit management of ontological knowledge, and of the meaning of concepts (by integrating linguistic and encyclopaedic knowledge in the system ontology), can improve the analysis of search queries, because it enables a flexible identification of the topics the user is searching for, regardless of the adopted vocabulary. This paper proposes an information retrieval support model based on semantic concept identification. Starting from the recognition of the ontology concepts that the search query refers to, this model exploits the qualifiers specified in the query to select information items on the basis of possibly fine-grained features. Moreover, it supports query expansion and reformulation by suggesting the exploration of semantically similar concepts, as well as of concepts related to those referred in the query through thematic relations. A test on a data-set collected using the OnToMap Participatory GIS has shown that this approach provides accurate results.","2017","2019-06-15 17:45:53","2019-06-15 17:45:53","2019-06-15 17:45:27","34–41","","","","","","","WI '17","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","event-place: Leipzig, Germany","","/home/luana/Zotero/storage/NHUEU79Z/Mauro et al. - 2017 - Concept-aware Geographic Information Retrieval.pdf","","","information search; linked data; ontologies; participatory GIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VTNLVQE2","conferencePaper","2017","Hassan, Thomas; Cruz, Christophe; Bertaux, Aurélie","Ontology-based Approach for Unsupervised and Adaptive Focused Crawling","Proceedings of The International Workshop on Semantic Big Data","978-1-4503-4987-1","","10.1145/3066911.3066912","http://doi.acm.org/10.1145/3066911.3066912","Information from the web is a key resource exploited in the domain of competitive intelligence. These sources represent important volumes of information to process everyday. As the amount of information available grows rapidly, this process becomes overwhelming for experts. To leverage this challenge, this paper presents a novel approach to process such sources and extract only the most valuable pieces of information. The approach is based on an unsupervised and adaptive ontology-learning process. The resulting ontology is used to enhance the performance of a focused crawler. The combination of Big Data and Semantic Web technologies allows to classify information precisely according to domain knowledge, while maintaining optimal performances. The approach and its implementation are described, and an presents the feasibility and performance of the approach.","2017","2019-06-15 17:45:53","2019-06-15 17:45:53","2019-06-15 17:45:30","2:1–2:6","","","","","","","SBD '17","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","event-place: Chicago, Illinois","","/home/luana/Zotero/storage/U8V2JFU5/Hassan et al. - 2017 - Ontology-based Approach for Unsupervised and Adapt.pdf","","","adaptive systems; classification; cross-referencing; focused crawler; ontology; reasonning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SW7HA5CY","conferencePaper","2017","Degbelo, Auriol","A Snapshot of Ontology Evaluation Criteria and Strategies","Proceedings of the 13th International Conference on Semantic Systems","978-1-4503-5296-3","","10.1145/3132218.3132219","http://doi.acm.org/10.1145/3132218.3132219","Ontologies are key to information retrieval, semantic integration of datasets, and semantic similarity analyses. Evaluating ontologies (especially defining what constitutes a ""good"" or ""better"" ontology) is therefore of central importance for the Semantic Web community. Various criteria have been introduced in the literature to evaluate ontologies, and this article classifies them according to their relevance to the design or the implementation phase of ontology development. In addition, the article compiles strategies for ontology evaluation based on ontologies published until 2017 in two outlets: the Semantic Web Journal, and the Journal of Web Semantics. Gaps and opportunities for future research on ontology evaluation are exposed towards the end of the paper.","2017","2019-06-15 17:45:53","2019-06-15 17:45:53","2019-06-15 17:45:32","1–8","","","","","","","Semantics2017","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","event-place: Amsterdam, Netherlands","","/home/luana/Zotero/storage/CZRW2XF6/Degbelo - 2017 - A Snapshot of Ontology Evaluation Criteria and Str.pdf","","","ACM proceedings; LATEX; text tagging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
